utterance;level_0;level_1;level_2;tp;absatz;seq
Ok also nach zehn Minuten ähm geb ich die Kichererbsen und den Koriander hinzu? Und die Tomaten werden nie wieder erwähnt.;competence;Preparation;Preparation of Ingredient;36;101;57
Und die Tomaten werden nie wieder erwähnt. Aber jetzt dann oder später;fact;Ingredient;Ingredient addition point in time;36;103;58
Aber jetzt dann oder später. Was passiert wenn die zehn Minuten vorbei sind?;competence;Preparation;Preparation Steps;36;109;59
Ähm Könnte ich dich jetzt theoretisch fragen was man schönes aus Bulgur und Spargel und was will ich noch hernehmen Zwiebeln und Paprika machen kann?;fact;Recipe;Recipe Retrieval;37;1;1
Ähm Könnte ich dich jetzt theoretisch fragen was man schönes aus Bulgur und Spargel und was will ich noch hernehmen Zwiebeln und Paprika machen kann? Mhm?;fact;Recipe;Recipe Retrieval;37;5;2
Mhm? Mhm;fact;Recipe;Recipe Retrieval;37;7;3
Mhm. Was ist mit dem Auflauf? Bulgur-Spargel-Auflauf.;fact;Recipe;Recipe Summary;37;9;4
Was ist mit dem Auflauf? Bulgur-Spargel-Auflauf. Was ist der erste Schritt?;competence;Preparation;Preparation Steps;37;15;5
Was ist der erste Schritt? Ok. Wie viel Spargel?;fact;Amount;Amount of Ingredients;37;17;6
Ok. Wie viel Spargel? Unteren Drittel schälen.;competence;Preparation;Preparation Steps;37;19;7
Unteren Drittel schälen. Unterem Viertel schälen. Und dann in drei Teile teilen.;competence;Preparation;Preparation Steps;37;21;8
Unterem Viertel schälen. Und dann in drei Teile teilen. Aber wieso muss ich dann nur ganz unten schälen?;competence;Cooking technique;Cooking technique - Sense of action;37;23;9
Aber wieso muss ich dann nur ganz unten schälen? Das Vierteln;competence;Preparation;Preparation Steps;37;25;10
Das Vierteln. Steht da auch wie lange das dauert?;fact;Time;Preparation Time;37;27;11
Steht da auch wie lange das dauert?;fact;Time;Cooking Time;37;27;12
Steht da auch wie lange das dauert? Steht da auch dabei wie gesund das ist was ich jetzt koch?;fact;Miscellaneous;Healthiness;37;29;13
Steht da auch dabei wie gesund das ist was ich jetzt koch? Dann in drei bis vier Zentimeter schneiden und mit Öl anbraten oder?;competence;Preparation;Preparation Steps;37;33;14
Dann in drei bis vier Zentimeter schneiden und mit Öl anbraten oder? Aber den weißen Spargel muss man immer ganz schälen oder?;competence;Cooking technique;Cooking technique - Reassurance;37;35;15
Aber den weißen Spargel muss man immer ganz schälen oder? Muss man da eigentlich unten auch irgendwas wegschneiden?;competence;Cooking technique;Cooking technique - Ingredient;37;37;16
Muss man da eigentlich unten auch irgendwas wegschneiden? Also nur kurz anbraten oder?;competence;Preparation;Preparation Steps;37;41;17
Also nur kurz anbraten oder? Circa fünf Minuten.;fact;Time;Roasting Time;37;43;18
Circa fünf Minuten. Und was ist dann das nächste?;competence;Preparation;Preparation Steps;37;43;19
Und was ist dann das nächste? Mhm;competence;Preparation;Preparation Steps;37;45;20
Mhm. Wie viel Zwiebeln?;fact;Amount;Amount of Ingredients;37;47;21
Wie viel Zwiebeln? Muss ich den Ofen oder so auch vorheizen?;fact;Temperature;Preheating necessary;37;49;22
Muss ich den Ofen oder so auch vorheizen? Und welche Schiene ist das dann da?;fact;Temperature;Oven rail;37;51;23
Und welche Schiene ist das dann da? Ich denk mal die mittlere oder so;fact;Temperature;Oven rail;37;53;24
Ich denk mal die mittlere oder so. Und wie viel Knoblauch?;fact;Amount;Amount of Ingredients;37;55;25
Und wie viel Knoblauch? Ich muss da nichts mehr mit machen außer auf den Teller oder?;competence;Preparation;Preparation Steps;37;57;26
Ich muss da nichts mehr mit machen außer auf den Teller oder?;competence;Preparation;Preparation of Ingredient;37;57;27
Ich muss da nichts mehr mit machen außer auf den Teller oder? Was genau heißt anschwitzen?;fact;Knowledge;Knowledge - Cooking technique;37;59;28
Was genau heißt anschwitzen? Ok jetzt die Zwiebeln und den Knoblauch anschwitzen oder?;competence;Preparation;Preparation Steps;37;59;29
Ok jetzt die Zwiebeln und den Knoblauch anschwitzen oder? Kurz.;fact;Time;Cooking Time Reassurance;37;65;30
Kurz. Ok. Wie lange muss ich das machen?;fact;Time;Cooking Time;37;65;31
Ok. Wie lange muss ich das machen? Weil die sollen ja nicht braun werden oder?;fact;Ingredient;Ingredient - Texture,Appearance;37;67;32
Weil die sollen ja nicht braun werden oder?;fact;Ingredient;Ingredient - Texture,Appearance;37;67;33
Weil die sollen ja nicht braun werden oder? Stand da eigentlich wie klein die gehackt werden müssen;fact;Ingredient;Ingredient - Texture,Appearance;37;71;34
Stand da eigentlich wie klein die gehackt werden müssen. Was ist dann der nächste Schritt?;competence;Preparation;Preparation Steps;37;73;35
Was ist dann der nächste Schritt? Also ich brauch eigentlich stückige Tomaten und die Cocktail also oder halt so normale Tomaten gell?;fact;Ingredient;Ingredients in Recipe;37;75;36
Also ich brauch eigentlich stückige Tomaten und die Cocktail also oder halt so normale Tomaten gell? Weil ich hab noch so Tomatensoße ich weiß nur nicht ob da Stücke drin sind Ok. Was mach ich mit den Zwiebeln wenn die fertig sind?;competence;Preparation;Preparation Steps;37;77;37
Weil ich hab noch so Tomatensoße ich weiß nur nicht ob da Stücke drin sind Ok. Was mach ich mit den Zwiebeln wenn die fertig sind? Was muss ich da alles dazutun?;competence;Preparation;Preparation Steps;37;79;38
Was muss ich da alles dazutun? Oder was ist die Anweisung eigentlich?;competence;Preparation;Preparation Steps;37;81;39
Oder was ist die Anweisung eigentlich? Wie viel brauch ich da von denen von den Tomaten?;fact;Amount;Amount of Ingredients;37;83;40
Wie viel brauch ich da von denen von den Tomaten? Oder doch bloß die Dose?;fact;Amount;Amount of Ingredients;37;85;41
Oder doch bloß die Dose?;fact;Amount;Amount of Ingredients;37;85;42
Oder doch bloß die Dose? Ein bisschen köcheln oder?;competence;Preparation;Preparation Steps;37;87;43
Ein bisschen köcheln oder? Mit zu den Zwiebeln. Ah ok.;competence;Preparation;Preparation Steps;37;91;44
Mit zu den Zwiebeln. Ah ok. Und wann muss ich das Salz und Pfeffer dazu?;fact;Ingredient;Ingredient addition point in time;37;93;45
Und wann muss ich das Salz und Pfeffer dazu? Einfach währenddessen oder;fact;Ingredient;Ingredient addition point in time;37;93;46
Einfach währenddessen oder. Wenn da steht das Paprikapulver ist da auch irgendwie eine Angabe wie viel das ist?;fact;Amount;Amount of Ingredients;37;95;47
Wenn da steht das Paprikapulver ist da auch irgendwie eine Angabe wie viel das ist? Ach zehn Minuten köcheln;fact;Time;Cooking Time Reassurance;37;97;48
Ach zehn Minuten köcheln. Steht da wie lange?;fact;Time;Cooking Time;37;97;49
Steht da wie lange? Kann ich derweil irgendwas anderes schon vorbereiten?;competence;Preparation;Preparation Steps;37;99;50
Kann ich derweil irgendwas anderes schon vorbereiten? Wie viel Bulgur?;fact;Amount;Amount of Ingredients;37;101;51
Wie viel Bulgur? Also 150 Milliliter Wasser aufkochen oder?;fact;Amount;Amount of Ingredients;37;103;52
Also 150 Milliliter Wasser aufkochen oder?;fact;Amount;Amount of Ingredients;37;103;53
Also 150 Milliliter Wasser aufkochen oder? Mach ich das im Topf oder mit einem Wasserkocher.;fact;Equipment;Equipment Type;37;105;54
Mach ich das im Topf oder mit einem Wasserkocher. Reicht da die Größe oder muss da irgendwie viel rein;fact;Equipment;Equipment Size;37;107;55
Reicht da die Größe oder muss da irgendwie viel rein. Kommt da der Bulgur rein?;fact;Equipment;Ingredient addition to equipment;37;109;56
Kommt da der Bulgur rein? Das also jetzt auch nochmal auf eine heiße Pfanne stellen? Eine heiße Dingens? Platte?;competence;Preparation;Preparation Steps;37;111;57
Das also jetzt auch nochmal auf eine heiße Pfanne stellen? Eine heiße Dingens? Platte? Garen?;competence;Preparation;Preparation Steps;37;113;58
Garen? Was heißt garen?;fact;Knowledge;Knowledge - Cooking technique;37;115;59
Was heißt garen? Einfach nur ziehen lassen?;fact;Knowledge;Knowledge - Reassurance explicit;37;117;60
Einfach nur ziehen lassen? Soll ich die Auflaufform irgendwie fetten oder ölen oder sonst was?;fact;Equipment;Equipment Modification;37;119;61
Soll ich die Auflaufform irgendwie fetten oder ölen oder sonst was? Was ist dann das nächste?;competence;Preparation;Preparation Steps;37;121;62
Was ist dann das nächste? Also eine von den ersten waren Tomaten und Mozzarella hälfteln?;fact;Ingredient;Ingredient - Texture,Appearance;37;123;63
Also eine von den ersten waren Tomaten und Mozzarella hälfteln?;fact;Ingredient;Ingredient - Texture,Appearance;37;123;64
Also eine von den ersten waren Tomaten und Mozzarella hälfteln?;competence;Preparation;Preparation Steps;37;123;65
Also eine von den ersten waren Tomaten und Mozzarella hälfteln? Wie viele Tomaten?;fact;Amount;Amount of Ingredients;37;125;66
Wie viele Tomaten? Und Mozzarella?;fact;Amount;Amount of Ingredients;37;127;67
Und Mozzarella? In dem Rezept steht nicht dass man die waschen muss eigentlich oder?;competence;Preparation;Preparation of Ingredient;37;129;68
In dem Rezept steht nicht dass man die waschen muss eigentlich oder? 75 Gramm Mozzarella oder?;fact;Amount;Amount of Ingredients;37;131;69
75 Gramm Mozzarella oder?;fact;Amount;Amount of Ingredients;37;131;70
75 Gramm Mozzarella oder? Nur halbieren;fact;Amount;Amount of Ingredients;37;131;71
Nur halbieren. Vermutlich wenn das eigentlich Bällchen sind auch eher größere Stückchen?;fact;Ingredient;Ingredient - Texture,Appearance;37;133;72
Vermutlich wenn das eigentlich Bällchen sind auch eher größere Stückchen?;fact;Ingredient;Ingredient - Texture,Appearance;37;133;73
Vermutlich wenn das eigentlich Bällchen sind auch eher größere Stückchen? Ja Was mach ich dann mit denen?;competence;Preparation;Preparation of Ingredient;37;135;74
Ja Was mach ich dann mit denen? Ähm also was mach ich mit den Tomaten und dem Mozzarella?;competence;Preparation;Preparation of Ingredient;37;141;75
Ähm also was mach ich mit den Tomaten und dem Mozzarella? Und der Mozzarella? Muss der auch gar nirgends dazu;competence;Preparation;Preparation of Ingredient;37;143;76
Und der Mozzarella? Muss der auch gar nirgends dazu. Ok. Also die Hälfte von den Tomaten mit dem Spargel und dem Bulgur.;fact;Amount;Amount of Ingredients;37;145;77
Ok. Also die Hälfte von den Tomaten mit dem Spargel und dem Bulgur. Und wann wo kommt das dazu?;fact;Ingredient;Ingredient addition point in time;37;149;78
Und wann wo kommt das dazu? Mhm;competence;Preparation;Preparation Steps;37;151;79
Mhm. Achso nicht den ganzen Spargel schon am Anfang rein.;competence;Preparation;Preparation Steps;37;153;80
Achso nicht den ganzen Spargel schon am Anfang rein. Steht da irgendwas wie groß die Form sein muss?;fact;Equipment;Equipment Size;37;155;81
Steht da irgendwas wie groß die Form sein muss? Wie viel steht da braucht man geriebenen Käse?;fact;Amount;Amount of Ingredients;37;159;82
Wie viel steht da braucht man geriebenen Käse? Dann muss er zu der Soße muss er dazu oder und ganz oben drüber oder was?;competence;Preparation;Preparation Steps;37;161;83
Dann muss er zu der Soße muss er dazu oder und ganz oben drüber oder was? Mhm;competence;Preparation;Preparation Steps;37;163;84
Mhm. Mhm;competence;Preparation;Preparation Steps;37;165;85
Mhm. Einfach nochmal eine zweite Schicht halt oder?;competence;Preparation;Preparation Steps;37;167;86
Einfach nochmal eine zweite Schicht halt oder? Die Frage ist was ist leicht breiig;fact;Knowledge;Knowledge - Consistency;37;169;87
Die Frage ist was ist leicht breiig. Von was muss ich die Hälfte nehmen? Die Hälfte von dem Spargel?;fact;Amount;Amount of Ingredients;37;173;88
Von was muss ich die Hälfte nehmen? Die Hälfte von dem Spargel?;fact;Amount;Amount of Ingredients;37;173;89
Von was muss ich die Hälfte nehmen? Die Hälfte von dem Spargel? Mit dem ganzen Bulgur?;fact;Amount;Amount of Ingredients;37;175;90
Mit dem ganzen Bulgur? Vermischen. Oder?;competence;Preparation;Preparation Steps;37;177;91
Vermischen. Oder? Steht auch nicht dabei mit was also so wie ich will oder?;fact;Ingredient;Ingredients in Recipe;37;179;92
Steht auch nicht dabei mit was also so wie ich will oder? Und dann Das Ganze in die Auflaufform oder;fact;Equipment;Ingredient addition to equipment;37;183;93
Und dann Das Ganze in die Auflaufform oder;competence;Preparation;Preparation Steps;37;183;94
Und dann Das Ganze in die Auflaufform oder. Das heißt die zweite Schicht ist dann eigentlich kein Bulgur mehr.;competence;Preparation;Preparation Steps;37;185;95
Das heißt die zweite Schicht ist dann eigentlich kein Bulgur mehr. In der zweiten Schicht ist dann kein Bulgur mehr.;competence;Preparation;Preparation Steps;37;187;96
In der zweiten Schicht ist dann kein Bulgur mehr. Die Hälfte von dem Käse mit der Soße;fact;Amount;Amount of Ingredients;37;189;97
Die Hälfte von dem Käse mit der Soße;fact;Amount;Amount of Ingredients;37;189;98
Die Hälfte von dem Käse mit der Soße. Ok. Was war die nächste dann;competence;Preparation;Preparation Steps;37;189;99
Ok. Was war die nächste dann. Was mach ich jetzt wenn die Soße zu dick ist zum Gießen;competence;Cooking technique;Cooking technique - Ingredient;37;191;100
Was mach ich jetzt wenn die Soße zu dick ist zum Gießen. Soße verdünnen.;competence;Cooking technique;Cooking technique - Reassurance;37;193;101
Soße verdünnen. Bisschen Wasser?;competence;Cooking technique;Cooking technique - Reassurance;37;195;102
Bisschen Wasser? Und dann das Ganze drübergießen oder auch die Hälfte;fact;Amount;Amount of Ingredients;37;199;103
Und dann das Ganze drübergießen oder auch die Hälfte. Und dann ist die zweite Schicht nochmal Tomaten äh Spargel und der Mozzarella? Oder;competence;Preparation;Preparation Steps;37;201;104
Und dann ist die zweite Schicht nochmal Tomaten äh Spargel und der Mozzarella? Oder. Welche Reihenfolge? Oder;competence;Preparation;Preparation Order;37;203;105
Welche Reihenfolge? Oder. Und dann in den Ofen?;competence;Preparation;Preparation Steps;37;205;106
Und dann in den Ofen? Steht da irgendwie bei Ober- Unterhitze oder;fact;Temperature;Heating type;37;207;107
Steht da irgendwie bei Ober- Unterhitze oder. 20 Minuten.;fact;Time;Roasting Time;37;209;108
Ähm Wie lange brauchen Kartoffeln zum Kochen.;fact;Time;Cooking Time;38;1;1
Ähm Wie lange brauchen Kartoffeln zum Kochen. Ähm Was macht man aus sowas. Ähm Ähm Was kann man mit Gemüse und Spargel einfach machen?;fact;Recipe;Recipe Retrieval;38;3;2
Ähm Was macht man aus sowas. Ähm Ähm Was kann man mit Gemüse und Spargel einfach machen? Kannst du nochmal wiederholen?;fact;Ingredient;Ingredients in Recipe;38;7;3
Kannst du nochmal wiederholen? Ähm Findest du noch andere Gerichte damit?;fact;Recipe;Recipe Retrieval;38;9;4
Ähm Findest du noch andere Gerichte damit? Vielleicht was mit Tomaten;fact;Recipe;Recipe Retrieval;38;11;5
Vielleicht was mit Tomaten. Aha Wie lange dauert das in etwa?;fact;Time;Preparation Time;38;13;6
Aha Wie lange dauert das in etwa? Ähm Und der Spargel wird nur angebraten?;competence;Preparation;Preparation Steps;38;15;7
Ähm Und der Spargel wird nur angebraten? Ähm Ok wie bereitet man Kartoffeln richtig zu?;competence;Cooking technique;Cooking technique - Ingredient;38;17;8
Ähm Ok wie bereitet man Kartoffeln richtig zu? Genau genau. Wie wie wie kocht man wie kocht man es richtig.;competence;Cooking technique;Cooking technique - Ingredient;38;19;9
Genau genau. Wie wie wie kocht man wie kocht man es richtig. Ahja ok. Das heißt wenn sobald es kocht ähm dauert es noch zwanzig Minuten;fact;Time;Cooking Time Reassurance;38;21;10
Ahja ok. Das heißt wenn sobald es kocht ähm dauert es noch zwanzig Minuten. Also die Kartoffeln äh gerade so mit Wasser bedecken.;competence;Preparation;Preparation Steps;38;25;11
Also die Kartoffeln äh gerade so mit Wasser bedecken. Ähm Deckel drauf oder nicht.;fact;Equipment;Equipment needed;38;29;12
Ähm Deckel drauf oder nicht. Und nur Wasser rein. Keinerlei Salz oder sowas;fact;Ingredient;Ingredients in Recipe;38;33;13
Und nur Wasser rein. Keinerlei Salz oder sowas;competence;Preparation;Preparation Steps;38;33;14
Und nur Wasser rein. Keinerlei Salz oder sowas. Nach Belieben;fact;Amount;Amount of Ingredients;38;35;15
Nach Belieben. Alles klar. Salz zugeben.;competence;Preparation;Preparation Steps;38;35;16
Alles klar. Salz zugeben. Was waren nochmal die Zutaten für die Spargelpfanne?;fact;Ingredient;Ingredients in Recipe;38;37;17
Was waren nochmal die Zutaten für die Spargelpfanne? Äh Muss man Spargel vorher waschen? Grünen Spargel?;competence;Cooking technique;Cooking technique - Ingredient;38;43;18
Äh Muss man Spargel vorher waschen? Grünen Spargel? Ok ähm ähm was mach ich als nächstes mit dem Spargel wenn ich die Enden geschnitten hab;competence;Preparation;Preparation Steps;38;49;19
Ok ähm ähm was mach ich als nächstes mit dem Spargel wenn ich die Enden geschnitten hab. Den Spargel als Ganzes.;fact;Ingredient;Ingredient - Texture,Appearance;38;51;20
Den Spargel als Ganzes.;fact;Ingredient;Ingredient - Texture,Appearance;38;51;21
Den Spargel als Ganzes. Also den Spargel in Sonnenblumenöl anbraten.;competence;Preparation;Preparation Steps;38;53;22
Also den Spargel in Sonnenblumenöl anbraten. Ähm Wie lange war es nochmal anbraten?;fact;Time;Roasting Time;38;55;23
Ähm Wie lange war es nochmal anbraten? Was machen die als Beilage dazu? Gibt es dazu eine Beilage oder ist es als Beilage gedacht;fact;Recipe;Recipe Retrieval;38;59;24
Was machen die als Beilage dazu? Gibt es dazu eine Beilage oder ist es als Beilage gedacht. Also also als Haupt als;fact;Meal;Meal Type;38;61;25
Also also als Haupt als. Ich glaube da kommen nur Spargel und Tomaten rein.;fact;Ingredient;Ingredients in Recipe;38;65;26
Ich glaube da kommen nur Spargel und Tomaten rein. Und Balsamico und Kürbiskernöl.;fact;Ingredient;Ingredients in Recipe;38;67;27
Und Balsamico und Kürbiskernöl. Ähm Muss ich mich auch noch um den Spargel kümmern? Also muss ich ihn durch die Gegend wenden dann wahrscheinlich oder? Dass er;competence;Preparation;Preparation of Ingredient;38;69;28
Ähm Muss ich mich auch noch um den Spargel kümmern? Also muss ich ihn durch die Gegend wenden dann wahrscheinlich oder? Dass er. Ähm Auf welcher Stufe soll das angebraten werden?;fact;Temperature;Temperature explicit;38;75;29
Ähm Auf welcher Stufe soll das angebraten werden? Wie weit ist die Zeit schon? Für den Spargel?;fact;Time;Remaining Time;38;79;30
Wie weit ist die Zeit schon? Für den Spargel? Und wie geht es danach weiter?;competence;Preparation;Preparation Steps;38;81;31
Und wie geht es danach weiter? Was fünf Minuten vor Ende.;competence;Preparation;Preparation Steps;38;83;32
Was fünf Minuten vor Ende. Wie lange haben wir noch acht Minuten.;fact;Time;Remaining Time;38;85;33
Wie lange haben wir noch acht Minuten. Ja Wie lange braucht eine Aubergine? In etwa?;fact;Time;Roasting Time;38;91;34
Ja Wie lange braucht eine Aubergine? In etwa? Ähm Wie war das mit den Tomaten?;competence;Preparation;Preparation of Ingredient;38;95;35
Ähm Wie war das mit den Tomaten? Was meinst du?;fact;Time;Cooking Time Reassurance;38;99;36
Was meinst du? Ah ja ok. Äh Kann man Spargel eigentlich auch roh essen?;fact;Knowledge;Knowledge Ingredient;38;101;37
Ah ja ok. Äh Kann man Spargel eigentlich auch roh essen? Wie geht es nach den Tomaten weiter? Kommt da noch was?;competence;Preparation;Preparation Steps;38;105;38
Wie geht es nach den Tomaten weiter? Kommt da noch was? Ähm Kannst du nochmal nach Rezept von Spargel und und Tomaten suchen?;fact;Recipe;Recipe Retrieval;38;109;39
Ähm Kannst du nochmal nach Rezept von Spargel und und Tomaten suchen? Die das weitere Vorgang war ähm Salz Pfeffer.;competence;Preparation;Preparation Steps;38;115;40
Die das weitere Vorgang war ähm Salz Pfeffer. Wie lang braucht der andere Timer noch?;fact;Time;Remaining Time;38;117;41
Wie lang braucht der andere Timer noch? Wie lang bruachen die Kartoffeln eigentlich noch?;fact;Time;Remaining Time;38;121;42
Wie lang bruachen die Kartoffeln eigentlich noch? Ähm Wie kann man testen ob Kartoffeln schon durch sind?;competence;Cooking technique;Cooking technique - Ingredient;38;123;43
Ähm Wie kann man testen ob Kartoffeln schon durch sind? Dann sind die jetzt ernsthaft alle fertig oder?;competence;Preparation;Preparation finished reassurance;38;133;44
Dann sind die jetzt ernsthaft alle fertig oder? Dann sind wir jetzt ernsthaft fertig.;competence;Preparation;Preparation finished reassurance;38;135;45
Dann sind wir jetzt ernsthaft fertig. Das kommt ganz am Schluss drauf?;fact;Ingredient;Ingredient addition point in time;38;139;46
Welche Rezepte gibt es mit Topinambur.;fact;Recipe;Recipe Retrieval;39;1;1
Welche Rezepte gibt es mit Topinambur. Was muss da alles rein?;fact;Ingredient;Ingredients in Recipe;39;5;2
Was muss da alles rein? Hm geht nicht.;fact;Recipe;Recipe Retrieval;39;9;3
Hm geht nicht. Ganz am Anfang war irgendwie so eine Suppe.;fact;Recipe;Recipe Retrieval;39;11;4
Ganz am Anfang war irgendwie so eine Suppe. Ok da kann ich ja weniger machen oder?;fact;Miscellaneous;Question regarding experiment;39;15;5
Ok da kann ich ja weniger machen oder? Ok. Soll ich jetzt schon anfangen oder oder oder oder;fact;Miscellaneous;Question regarding experiment;39;25;6
Ok. Soll ich jetzt schon anfangen oder oder oder oder. Also was muss ich als erstes machen;competence;Preparation;Preparation Steps;39;27;7
Also was muss ich als erstes machen. Wie viele Topinambur waren das?;fact;Amount;Amount of Ingredients;39;29;8
Wie viele Topinambur waren das? Dann schäl ich die jetzt mal.;competence;Preparation;Preparation Steps;39;29;9
Dann schäl ich die jetzt mal. Und wie viel Kartoffel?;fact;Amount;Amount of Ingredients;39;31;10
Und wie viel Kartoffel? Hm. Und eine Portion?;fact;Amount;Amount of Ingredients;39;33;11
Hm. Und eine Portion? Wie viel?;fact;Amount;Amount of Ingredients;39;35;12
Wie viel? Mhm;fact;Amount;Read out next Amount of Ingredient;39;37;13
Mhm. Ja. Anschwitzen. Oder? Stand da;competence;Preparation;Preparation Steps;39;39;14
Ja. Anschwitzen. Oder? Stand da. Wenn die innen so schwarz sind?;fact;Miscellaneous;Healthiness;39;41;15
Wenn die innen so schwarz sind? Ist das dann äh schlecht oder;fact;Miscellaneous;Healthiness;39;43;16
Ist das dann äh schlecht oder. Nein oder es kann ja sein dass oder oder dass das so gehört? Nicht dass ich da jetzt zu viel wegschneide;fact;Ingredient;Ingredient - Texture,Appearance;39;45;17
Nein oder es kann ja sein dass oder oder dass das so gehört? Nicht dass ich da jetzt zu viel wegschneide;fact;Ingredient;Ingredient - Texture,Appearance;39;45;18
Nein oder es kann ja sein dass oder oder dass das so gehört? Nicht dass ich da jetzt zu viel wegschneide. Wie klein muss ich die jetzt schneiden?;fact;Ingredient;Ingredient - Texture,Appearance;39;57;19
Wie klein muss ich die jetzt schneiden? Würfel? Oder;fact;Ingredient;Ingredient - Texture,Appearance;39;59;20
Würfel? Oder;fact;Ingredient;Ingredient - Texture,Appearance;39;59;21
Würfel? Oder. Und dann anschwitzen;competence;Preparation;Preparation Steps;39;61;22
Und dann anschwitzen. Wie klein sollen die Würfel sein;fact;Ingredient;Ingredient - Texture,Appearance;39;63;23
Wie klein sollen die Würfel sein. Und das muss ich jetzt anschwitzen.;competence;Preparation;Preparation Steps;39;65;24
Und das muss ich jetzt anschwitzen. Und was muss ich dann machen?;competence;Preparation;Preparation Steps;39;69;25
Und was muss ich dann machen? Und wie viel Gemüsebrühe?;fact;Amount;Amount of Ingredients;39;71;26
Und wie viel Gemüsebrühe? Viertel Liter gell?;fact;Amount;Amount of Ingredients;39;73;27
Viertel Liter gell?;fact;Amount;Amount of Ingredients;39;73;28
Viertel Liter gell? Und dann;competence;Preparation;Preparation Steps;39;75;29
Und dann. Also jetzt muss ich es dann ablöschen?;competence;Preparation;Preparation Steps;39;75;30
Also jetzt muss ich es dann ablöschen? Weich kochen.;competence;Preparation;Preparation Steps;39;77;31
Weich kochen. Muss ich die braun werden lassen?;fact;Ingredient;Ingredient - Texture,Appearance;39;79;32
Muss ich die braun werden lassen? Ok. Muss das bei offenem Kochtopf äh kochen oder geschlossen.;fact;Equipment;Equipment Modification;39;81;33
Ok. Muss das bei offenem Kochtopf äh kochen oder geschlossen. Äh wie viel Schmand kommt noch rein;fact;Amount;Amount of Ingredients;39;91;34
Äh wie viel Schmand kommt noch rein. Was brauchen wir jetzt dafür nochmal ich weiß es schon wieder nicht mehr;fact;Ingredient;Ingredients in Recipe;39;93;35
Was brauchen wir jetzt dafür nochmal ich weiß es schon wieder nicht mehr. Rohrzucker äh also Zucker;fact;Ingredient;Ingredients in Recipe;39;93;36
Rohrzucker äh also Zucker. Ok. Also aber da kann ich ja einfach Chili nehmen oder?;fact;Ingredient;Ingredient Substitution;39;95;37
Ok. Also aber da kann ich ja einfach Chili nehmen oder?;fact;Ingredient;Ingredient Substitution;39;95;38
Ok. Also aber da kann ich ja einfach Chili nehmen oder? Mhm Genau. Curry? Hast du gesagt gell?;fact;Ingredient;Ingredients in Recipe;39;101;39
Mhm Genau. Curry? Hast du gesagt gell? Was war es dann noch?;fact;Ingredient;Ingredients in Recipe;39;103;40
Was war es dann noch? Schon gell? Irgendwo;fact;Ingredient;Ingredients in Recipe;39;107;41
Schon gell? Irgendwo. Gut. So. Das mach ich aber erst rein wenn es gekocht ist oder?;competence;Preparation;Preparation Steps;39;109;42
Gut. So. Das mach ich aber erst rein wenn es gekocht ist oder? Dann würde ich jetzt gern was was ich überhaupt noch nicht miteinander gekocht habe Bulgur und Sellerie machen.;fact;Recipe;Recipe Retrieval;39;111;43
Dann würde ich jetzt gern was was ich überhaupt noch nicht miteinander gekocht habe Bulgur und Sellerie machen. Ja im Grunde wäre es das. Bis auf die Bohnen oder?;fact;Ingredient;Ingredients in Recipe;39;115;44
Ja im Grunde wäre es das. Bis auf die Bohnen oder? Das war jetzt alles was da liegt oder?;fact;Ingredient;Ingredients in Recipe;39;117;45
Das war jetzt alles was da liegt oder? Mhm Und was ist das? Das Kilaw.;fact;Knowledge;Knowledge Ingredient;39;121;46
Mhm Und was ist das? Das Kilaw.;fact;Recipe;Recipe Retrieval;39;121;47
Mhm Und was ist das? Das Kilaw. Dann nehmen wir halt die Hälfte von denen da oder? Also;fact;Amount;Amount of Ingredients;39;125;48
Dann nehmen wir halt die Hälfte von denen da oder? Also;fact;Amount;Amount of Ingredients;39;125;49
Dann nehmen wir halt die Hälfte von denen da oder? Also. Genau. So was muss ich mit dem machen.;competence;Preparation;Preparation of Ingredient;39;127;50
Genau. So was muss ich mit dem machen. Mhm Und dann?;competence;Preparation;Preparation Steps;39;129;51
Mhm Und dann? Was muss ich mit denen machen?;competence;Preparation;Preparation of Ingredient;39;129;52
Was muss ich mit denen machen? Also jetzt machen wir aber wieder bloß eine Portion.;fact;Amount;Amount of Ingredients;39;135;53
Also jetzt machen wir aber wieder bloß eine Portion. Also das Gemüse Was muss ich alles andünsten;competence;Preparation;Preparation of Ingredient;39;135;54
Also das Gemüse Was muss ich alles andünsten. Also einfach den Sellerie in Würfel schneiden. Und was;fact;Ingredient;Ingredient - Texture,Appearance;39;141;55
Also einfach den Sellerie in Würfel schneiden. Und was;fact;Ingredient;Ingredient - Texture,Appearance;39;141;56
Also einfach den Sellerie in Würfel schneiden. Und was;competence;Preparation;Preparation Steps;39;141;57
Also einfach den Sellerie in Würfel schneiden. Und was. Stimmt das dann ungefähr von der Menge Wie viel Sellerie;fact;Amount;Amount of Ingredients;39;143;58
Stimmt das dann ungefähr von der Menge Wie viel Sellerie. Also da kommt jetzt rein. Sellerie? Zwiebel?;fact;Ingredient;Ingredients in Recipe;39;145;59
Also da kommt jetzt rein. Sellerie? Zwiebel?;fact;Ingredient;Ingredients in Recipe;39;145;60
Also da kommt jetzt rein. Sellerie? Zwiebel? Eine ganze?;fact;Amount;Amount of Ingredients;39;147;61
Eine ganze? Eine halbe.;fact;Amount;Amount of Ingredients;39;149;62
