utterance;level_0;level_1;level_2;tp;absatz;seq
Würfel? Oder;fact;Ingredient;Ingredient - Texture,Appearance;39;59;21
Und dann anschwitzen;competence;Preparation;Preparation Steps;39;61;22
Wie klein sollen die Würfel sein;fact;Ingredient;Ingredient - Texture,Appearance;39;63;23
Und das muss ich jetzt anschwitzen.;competence;Preparation;Preparation Steps;39;65;24
Und was muss ich dann machen?;competence;Preparation;Preparation Steps;39;69;25
Und wie viel Gemüsebrühe?;fact;Amount;Amount of Ingredients;39;71;26
Viertel Liter gell?;fact;Amount;Amount of Ingredients;39;73;27
Viertel Liter gell?;fact;Amount;Amount of Ingredients;39;73;28
Und dann;competence;Preparation;Preparation Steps;39;75;29
Also jetzt muss ich es dann ablöschen?;competence;Preparation;Preparation Steps;39;75;30
Weich kochen.;competence;Preparation;Preparation Steps;39;77;31
Muss ich die braun werden lassen?;fact;Ingredient;Ingredient - Texture,Appearance;39;79;32
Ok. Muss das bei offenem Kochtopf äh kochen oder geschlossen.;fact;Equipment;Equipment Modification;39;81;33
Äh wie viel Schmand kommt noch rein;fact;Amount;Amount of Ingredients;39;91;34
Was brauchen wir jetzt dafür nochmal ich weiß es schon wieder nicht mehr;fact;Ingredient;Ingredients in Recipe;39;93;35
Rohrzucker äh also Zucker;fact;Ingredient;Ingredients in Recipe;39;93;36
Ok. Also aber da kann ich ja einfach Chili nehmen oder?;fact;Ingredient;Ingredient Substitution;39;95;37
Ok. Also aber da kann ich ja einfach Chili nehmen oder?;fact;Ingredient;Ingredient Substitution;39;95;38
Mhm Genau. Curry? Hast du gesagt gell?;fact;Ingredient;Ingredients in Recipe;39;101;39
Was war es dann noch?;fact;Ingredient;Ingredients in Recipe;39;103;40
Schon gell? Irgendwo;fact;Ingredient;Ingredients in Recipe;39;107;41
Gut. So. Das mach ich aber erst rein wenn es gekocht ist oder?;competence;Preparation;Preparation Steps;39;109;42
Dann würde ich jetzt gern was was ich überhaupt noch nicht miteinander gekocht habe Bulgur und Sellerie machen.;fact;Recipe;Recipe Retrieval;39;111;43
Ja im Grunde wäre es das. Bis auf die Bohnen oder?;fact;Ingredient;Ingredients in Recipe;39;115;44
Das war jetzt alles was da liegt oder?;fact;Ingredient;Ingredients in Recipe;39;117;45
Mhm Und was ist das? Das Kilaw.;fact;Knowledge;Knowledge Ingredient;39;121;46
Mhm Und was ist das? Das Kilaw.;fact;Recipe;Recipe Retrieval;39;121;47
Dann nehmen wir halt die Hälfte von denen da oder? Also;fact;Amount;Amount of Ingredients;39;125;48
Dann nehmen wir halt die Hälfte von denen da oder? Also;fact;Amount;Amount of Ingredients;39;125;49
Genau. So was muss ich mit dem machen.;competence;Preparation;Preparation of Ingredient;39;127;50
Mhm Und dann?;competence;Preparation;Preparation Steps;39;129;51
Was muss ich mit denen machen?;competence;Preparation;Preparation of Ingredient;39;129;52
Also jetzt machen wir aber wieder bloß eine Portion.;fact;Amount;Amount of Ingredients;39;135;53
Also das Gemüse Was muss ich alles andünsten;competence;Preparation;Preparation of Ingredient;39;135;54
Also einfach den Sellerie in Würfel schneiden. Und was;fact;Ingredient;Ingredient - Texture,Appearance;39;141;55
Also einfach den Sellerie in Würfel schneiden. Und was;fact;Ingredient;Ingredient - Texture,Appearance;39;141;56
Also einfach den Sellerie in Würfel schneiden. Und was;competence;Preparation;Preparation Steps;39;141;57
Stimmt das dann ungefähr von der Menge Wie viel Sellerie;fact;Amount;Amount of Ingredients;39;143;58
Also da kommt jetzt rein. Sellerie? Zwiebel?;fact;Ingredient;Ingredients in Recipe;39;145;59
Also da kommt jetzt rein. Sellerie? Zwiebel?;fact;Ingredient;Ingredients in Recipe;39;145;60
Eine ganze?;fact;Amount;Amount of Ingredients;39;147;61
Eine halbe.;fact;Amount;Amount of Ingredients;39;149;62
Mhm Ok. Also dieses diese Paprika muss ich auch andünsten;competence;Preparation;Preparation Steps;39;151;63
Mhm Ok. Also dieses diese Paprika muss ich auch andünsten;competence;Preparation;Preparation of Ingredient;39;151;64
Das muss ich ja miteinander dünsten oder? Dann kann ich es jetzt auch schon gleich zusammentun oder?;competence;Preparation;Preparation Steps;39;153;65
Also was muss ich jetzt mit dem äh magst du mir vielleicht das ganze Rezept mal vorlesen;competence;Preparation;Preparation Steps;39;155;66
Zwiebeln?;competence;Preparation;Preparation Steps;39;155;67
Ok. Gut. Dann brauch ich den einen Topf und nicht nur die Pfanne;fact;Equipment;Equipment needed;39;159;68
Muss da Butter rein jetzt?;competence;Preparation;Preparation Steps;39;159;69
Öl;competence;Preparation;Preparation Steps;39;161;70
Ich hab jetzt nicht auf die Uhr geschaut aber ich glaub das war so 43 oder so;fact;Time;Remaining Time;39;165;71
Aber jetzt ist ja das da hinten schon die müsste ja schon fertig sein die Suppe Oder?;competence;Preparation;Preparation finished reassurance;39;165;72
Was muss ich jetzt mit der machen?;competence;Preparation;Preparation Steps;39;167;73
Viel Öl muss das ja nicht sein oder?;fact;Amount;Amount of Ingredients;39;171;74
Viel Öl muss das ja nicht sein oder?;fact;Amount;Amount of Ingredients;39;171;75
Wie lang?;fact;Time;Steaming Time;39;173;76
Was muss jetzt also das muss ich jetzt andünsten.;competence;Preparation;Preparation Steps;39;173;77
Und dann kommt der Bulgur rein.;competence;Preparation;Preparation Steps;39;175;78
Ok. Und dann Gemüsebrühe drauf oder?;competence;Preparation;Preparation Steps;39;177;79
Ok?;competence;Preparation;Preparation Steps;39;179;80
Mhm Wie viel Tomaten waren das?;fact;Amount;Amount of Ingredients;39;181;81
Die muss ich auch kleinschneiden oder? Oder? Was ist da gestanden?;fact;Ingredient;Ingredient - Texture,Appearance;39;183;82
Die muss ich auch kleinschneiden oder? Oder? Was ist da gestanden?;fact;Ingredient;Ingredient - Texture,Appearance;39;183;83
Die muss ich auch kleinschneiden oder? Oder? Was ist da gestanden?;competence;Preparation;Preparation Steps;39;183;84
Vierteln?;fact;Ingredient;Ingredient - Texture,Appearance;39;185;85
Vierteln?;fact;Ingredient;Ingredient - Texture,Appearance;39;185;86
Vierteln?;competence;Preparation;Preparation Steps;39;185;87
Grob hacken stand gell?;competence;Preparation;Preparation Steps;39;187;88
Weil die kleinen jetzt zu entkernen das dauert dann doch ein bisschen gell?;fact;Time;Preparation Time;39;191;89
So. Jetzt äh jetzt muss ich das erst mal was muss ich jetzt da machen?;competence;Preparation;Preparation Steps;39;193;90
Und wie viel Bulgur?;fact;Amount;Amount of Ingredients;39;195;91
Ok. Und dann mit der Gemüsebrühe ablöschen oder?;competence;Preparation;Preparation Steps;39;197;92
Mhm?;competence;Preparation;Preparation Steps;39;199;93
Wie viel Gemüsebrühe?;fact;Amount;Amount of Ingredients;39;201;94
Und wie viel Bulgur 75.;fact;Amount;Amount of Ingredients;39;203;95
Und wie viel Bulgur 75.;fact;Amount;Amount of Ingredients;39;203;96
Jetzt nochmal. Erst Bulgur nein erst Currypulver oder was?;competence;Preparation;Preparation Order;39;205;97
Mhm Und wie viel Paprikapulver;fact;Amount;Amount of Ingredients;39;207;98
Mhm Äh Halber Esslöffel?;fact;Amount;Amount of Ingredients;39;209;99
Mhm Äh Halber Esslöffel?;fact;Amount;Amount of Ingredients;39;209;100
Darf ich das die Gemüsebrühe schon rein jetzt? Also die Tomaten sind drin?;competence;Preparation;Preparation Steps;39;211;101
Dann glaub ich muss ich da schon noch was dazutun oder?;competence;Preparation;Preparation Steps;39;219;102
Quellen;competence;Preparation;Preparation Steps;39;221;103
Ich tu mal nochmal Wasser rein Unter Rühren? Nein. Dann zugeben;competence;Preparation;Preparation Steps;39;223;104
Dann;competence;Preparation;Preparation Steps;39;227;105
Wie viel Honig?;fact;Amount;Amount of Ingredients;39;229;106
Aha Dann?;competence;Preparation;Preparation Steps;39;231;107
Äh Curry?;competence;Preparation;Preparation Steps;39;231;108
So. Dann?;competence;Preparation;Preparation Steps;39;233;109
Und muss das jetzt nochmal aufkochen?;competence;Preparation;Preparation Steps;39;235;110
Schmand muss noch rein oder?;competence;Preparation;Preparation Steps;39;237;111
Wie viel Schmand?;fact;Amount;Amount of Ingredients;39;239;112
Das war es dann oder mit der Farbe;competence;Preparation;Preparation Steps;39;241;113
Da stand ja auf minimaler Hitze gell?;fact;Temperature;Temperature explicit;39;243;114
Ich hab keine Petersilie. Ich hab nur Schnittlauch.;fact;Ingredient;Ingredient Substitution;39;247;115
Drei Minuten noch. Um 27 war es.;fact;Time;Remaining Time;39;249;116
Was muss ich dann machen?;competence;Preparation;Preparation Steps;39;251;117
Petersilie rein.;competence;Preparation;Preparation Steps;39;253;118
So. Also. Jetzt weiß ich es schon wieder nicht mehr. Ich muss jetzt was reintun?;competence;Preparation;Preparation Steps;39;255;119
Salz und Pfeffer gell?;competence;Preparation;Preparation Steps;39;259;120
Also mit Couscous möchte ich gern verwenden aber da weiß ich nicht genau wie das geht.;fact;Recipe;Recipe Retrieval;40;1;1
Das sagen mir Sie dann.;fact;Miscellaneous;Question regarding experiment;40;3;2
Und dann möchte ich das Gemüse also Paprika Zucchini;fact;Recipe;Recipe Retrieval;40;5;3
So eine Art wie Gemüsepfanne. machen.;fact;Recipe;Recipe Retrieval;40;7;4
Tomaten Mit Zwiebeln und ja vielleicht da so ein Topinambur Das kenn ich zwar nicht wie das schmeckt aber Kartoffel zumindest kann man auch dazutun;fact;Recipe;Recipe Retrieval;40;7;5
Mhm;fact;Ingredient;Ingredients in Recipe;40;9;6
Mhm;fact;Ingredient;Ingredients in Recipe;40;11;7
Das haben wir Ja;fact;Ingredient;Ingredients in Recipe;40;13;8
Ist das so ein Instant der schnell geht.;fact;Ingredient;Ingredient Type;40;21;9
Tut man den Couscous in Wasser oder ich weiß es nicht ich hab nur gehört am Fernsehen ich hab ihn noch nie gemacht aber in heißem Wasser überbrühen.;competence;Cooking technique;Cooking technique - Ingredient;40;21;10
Mhm;competence;Cooking technique;Cooking technique - Next Step;40;23;11
Ziehen lassen.;competence;Cooking technique;Cooking technique - Reassurance;40;25;12
Und dann wenn das gequollen ist dann kann man das unter den Eintopf mischen.;competence;Preparation;Preparation Steps;40;27;13
Also unter das Gemüse mischen.;competence;Preparation;Preparation Steps;40;29;14
Ah das muss man abmessen sagen Sie gell?;fact;Amount;Amount of Ingredients;40;31;15
Ah das muss man abmessen sagen Sie gell?;fact;Amount;Amount of Ingredients;40;31;16
100 Gramm ist jetzt das Mindeste was wir nehmen müssen oder?;fact;Amount;Amount of Ingredients;40;33;17
Eine Tasse.;fact;Amount;Amount of Ingredients;40;35;18
Eineinhalb Tassen Wasser.;fact;Amount;Amount of Ingredients;40;37;19
Eineinhalb Tassen Wasser.;fact;Amount;Amount of Ingredients;40;37;20
Da wird wahrscheinlich eine normale Tasse kein Haferl oder?;fact;Amount;Amount Unit;40;41;21
Ich schalt halt jetzt mal das Wasser zu das kann derweil kochen weil der muss ja eh quillen.;competence;Preparation;Preparation Steps;40;45;22
Da nehmen wir ein bisschen Olivenöl dann? Und schneiden wir erst mal und putzen die ganzen Sachen gell?;competence;Preparation;Preparation Steps;40;47;23
Ähm Eine Tasse ist jetzt gedacht für das Äh Gemüse da steht nicht bloß eine Schote oder so oder ein Zucchini oder;fact;Amount;Amount of Ingredients;40;49;24
Also dann nehm ich jetzt überall die Hälfte.;fact;Amount;Amount of Ingredients;40;51;25
Also dann nehm ich jetzt überall die Hälfte.;fact;Amount;Amount of Ingredients;40;51;26
Also eine Schote eine Zucchini und ein paar Tomaten;fact;Amount;Amount of Ingredients;40;53;27
Also eine Schote eine Zucchini und ein paar Tomaten;fact;Amount;Amount of Ingredients;40;53;28
Ah da heißt es gehackt.;fact;Ingredient;Ingredient - Texture,Appearance;40;61;29
Ah da heißt es gehackt.;fact;Ingredient;Ingredient - Texture,Appearance;40;61;30
Dann Soll ich es dann gehackt machen.;fact;Ingredient;Ingredient - Texture,Appearance;40;63;31
Dann Soll ich es dann gehackt machen.;fact;Ingredient;Ingredient - Texture,Appearance;40;63;32
Also Alex was sagst du Soll ich es hacken oder Jetzt weiß ich nicht Soll ich es dann hacken oder ist;fact;Recipe;Request for Tips,Suggestions;40;65;33
Jetzt kocht das Wasser auch schon jetzt tun wir die Tasse Bulgur rein in das heiße Wasser oder umgekehrt glaub ich.;competence;Preparation;Preparation Steps;40;67;34
Ich glaub man muss in einer Schüssel Was äh Bulgur einfüllen und dann draufgießen das heiße Wasser.;competence;Preparation;Preparation Steps;40;69;35
Da haben wir jetzt gesagt eine halbe Tasse nehmen wir gell? Wegen der Menge;fact;Amount;Amount of Ingredients;40;71;36
Da haben wir jetzt gesagt eine halbe Tasse nehmen wir gell? Wegen der Menge;fact;Amount;Amount of Ingredients;40;71;37
Wie viel haben wir jetzt gehabt?;fact;Amount;Amount of Ingredients;40;73;38
Für Eine halbe Tasse? Eine Tasse dann. Wasser.;fact;Amount;Amount of Ingredients;40;73;39
Für Eine halbe Tasse? Eine Tasse dann. Wasser.;fact;Amount;Amount of Ingredients;40;73;40
Und jetzt ein bisschen verrühren wahrscheinlich?;competence;Preparation;Preparation Steps;40;75;41
Und dann quellen lassen einfach.;competence;Preparation;Preparation Steps;40;77;42
Muss man den Bulgur dann nochmal durchrühren? Wenn man ihn Also auflockern sozusagen?;competence;Preparation;Preparation Steps;40;81;43
Muss man den Bulgur dann nochmal durchrühren? Wenn man ihn Also auflockern sozusagen?;competence;Preparation;Preparation of Ingredient;40;81;44
Mit einer Gabel gell?;competence;Preparation;Preparation Steps;40;83;45
Muss ich es ganz aufschneiden. Oder;competence;Preparation;Preparation Steps;40;85;46
Eine ganze.;fact;Amount;Amount of Ingredients;40;89;47
Eine ganze.;fact;Amount;Amount of Ingredients;40;89;48
Ok Als nächstes die Schote Die schneide ich nicht ganz so fein Da mach ich so Viertel;fact;Ingredient;Ingredient - Texture,Appearance;40;91;49
Ok Als nächstes die Schote Die schneide ich nicht ganz so fein Da mach ich so Viertel;fact;Ingredient;Ingredient - Texture,Appearance;40;91;50
Keine Würfel.;fact;Ingredient;Ingredient - Texture,Appearance;40;93;51
Keine Würfel.;fact;Ingredient;Ingredient - Texture,Appearance;40;93;52
Ja aber jetzt hab ich das Zucchini heißt es in Scheiben schneiden?;fact;Ingredient;Ingredient - Texture,Appearance;40;95;53
Ja aber jetzt hab ich das Zucchini heißt es in Scheiben schneiden?;fact;Ingredient;Ingredient - Texture,Appearance;40;95;54
Ja eben dann muss ich alles klein schneiden weil sonst passt es in der Garzeit nicht zusammen.;competence;Preparation;Preparation Steps;40;97;55
Was haben wir jetzt noch gesagt? Zwiebel Zucchini Paprika.;fact;Ingredient;Ingredients in Recipe;40;103;56
Tomaten halbieren?;fact;Ingredient;Ingredient - Texture,Appearance;40;105;57
Tomaten halbieren?;fact;Ingredient;Ingredient - Texture,Appearance;40;105;58
Schreiben die in der Pfanne das ganze Gemüse außer Zwiebel gleich zugeben?;competence;Preparation;Preparation Steps;40;105;59
Weil ich muss mich ja schon nach dem richten gell? Wie er es sagt.;fact;Miscellaneous;Question regarding experiment;40;107;60
So. Dann tu ich mal Tomaten schneiden. Ich tu mal den Couscous nochmal verrühren Ist das richtig? äh diesen;competence;Preparation;Preparation Steps;40;109;61
Aber Gewürz kommt jetzt noch keins ran. Erst nachher jetzt dann;fact;Ingredient;Ingredient addition point in time;40;115;62
Und dann wird alles gewürzt sozusagen.;competence;Preparation;Preparation Steps;40;117;63
Und Was schreiben sie für Gewürze eigentlich?;fact;Ingredient;Ingredients in Recipe;40;119;64
Nach Geschmack. Mhm Das ist ein bisschen orientalisch Man könnte wahrscheinlich Curry Oder Kurkuma hätte ich da Wie sich das macht? das macht es halt alles ein wenig gelblich. Das ist das.;fact;Ingredient;Ingredient composition;40;121;65
Ich glaub Tomaten das reicht im Verhältnis glaub ich schon.;fact;Amount;Ratio;40;127;66
Also jetzt schalte ich ein gell;competence;Preparation;Preparation Steps;40;129;67
Italienisch ist eigentlich nicht oder?;fact;Knowledge;Knowledge Ingredient;40;131;68
Also Olivenöl hab ich in die Pfanne gell?;competence;Preparation;Preparation Steps;40;133;69
Und dann Aber Zwiebeln hat es schon geheißen gell?;competence;Preparation;Preparation Steps;40;135;70
Dann kommt die Zwiebel gell?;fact;Ingredient;Ingredient addition point in time;40;139;71
Dann kommt die Zwiebel gell?;competence;Preparation;Preparation Steps;40;139;72
Und dann würfeln.;fact;Ingredient;Ingredient - Texture,Appearance;40;145;73
Und dann würfeln.;fact;Ingredient;Ingredient - Texture,Appearance;40;145;74
Ja Und dann würfeln.;competence;Preparation;Preparation Steps;40;145;75
Zehn Minuten ungefähr;fact;Time;Roasting Time;40;147;76
Also doppelt so viel Zwiebeln wie Mozzarella?;fact;Amount;Ratio;40;149;77
Also doppelt so viel Zwiebeln wie Mozzarella?;fact;Amount;Ratio;40;149;78
Ah nein erst den Couscous da müssen jetzt noch Tomaten rein. Oder sind Tomaten die ganz letzten?;competence;Preparation;Preparation Order;40;151;79
Paprika;fact;Ingredient;Ingredients in Recipe;40;153;80
Paprika;fact;Ingredient;Ingredients in Recipe;40;153;81
Mhm Tomaten. Also wir tun jetzt Tomaten noch dazu.;competence;Preparation;Preparation Steps;40;155;82
Soll ich aber trotzdem salzen? pfeffern?;competence;Preparation;Preparation Steps;40;157;83
Gell aber Zucker heißt es da gar nicht. In dem Fall.;fact;Ingredient;Ingredients in Recipe;40;159;84
Meinst kann man es noch essen danach?;fact;Ingredient;Ingredient composition;40;161;85
Ob sich das vertragt?;fact;Ingredient;Ingredient composition;40;163;86
Und aufgießen oder sowas heißt es da gar nicht. Ein bisschen;competence;Preparation;Preparation Steps;40;165;87
Ok. Dann sind wir schon fertig.;competence;Preparation;Preparation finished reassurance;40;167;88
Ähm Ok Google Ich will eine Wokpfanne machen mit Aubergine Couscous Paprika und den Kartoffeln ich hab den Namen vergessen;fact;Recipe;Recipe Retrieval;41;1;1
Ähm Wie viel Couscous brauch ich für eine Person.;fact;Amount;Amount of Ingredients;41;5;2
Wie muss ich Couscous zubereiten;competence;Cooking technique;Cooking technique - Ingredient;41;7;3
Wie viel Wasser muss ich nehmen.;fact;Amount;Amount of Ingredients;41;9;4
Wie muss ich für das Rezept die Auberginen zubereiten;competence;Preparation;Preparation of Ingredient;41;17;5
Also. Beim Couscous war das sobald er kocht rein Also das Wasser runternehmen und dann übergießen und sieben Minuten ziehen lassen oder?;competence;Cooking technique;Cooking technique - Reassurance;41;27;6
So. Wie viel Aubergine sollte ich nehmen für eine Person.;fact;Amount;Amount of Ingredients;41;29;7
Ok. Wie heiß muss ich die Pfanne machen. Beim Auberginenbraten.;fact;Temperature;Temperature explicit;41;31;8
Hast du ne Uhrzeit?;fact;Time;Plain Time;41;37;9
So. Ok Google. Äh verträgt sich Sahne mit Aubergine.;fact;Ingredient;Ingredient composition;41;39;10
Welches Gewürz schmeckt am besten zu Aubergine.;fact;Ingredient;Ingredients in Recipe;41;41;11
Welches Gewürz schmeckt am besten zu Aubergine.;fact;Ingredient;Ingredient composition;41;41;12
So. Was sagt die Uhrzeit?;fact;Time;Plain Time;41;45;13
Was sagt die Uhrzeit?;fact;Time;Plain Time;41;47;14
Meinst du der ist schon gut?;competence;Preparation;Preparation finished reassurance;41;49;15
Ok Wie lange müssen Auberginen braten.;fact;Time;Roasting Time;41;51;16
meinst du Mozzarella ok äh passt Mozzarella zu Auberginen.;fact;Ingredient;Ingredient composition;41;59;17
Was ist Bulgur;fact;Knowledge;Knowledge Ingredient;42;1;1
Beziehungsweise wie kann ich ihn kombinieren;fact;Ingredient;Ingredient composition;42;1;2
und wie bereite ich ihn zu.;competence;Cooking technique;Cooking technique - Ingredient;42;1;3
Ja;competence;Cooking technique;Cooking technique - Next Step;42;3;4
Wie bereite ich eine Aubergine zu. Zubereitung Aubergine.;competence;Cooking technique;Cooking technique - Ingredient;42;5;5
Abschälen nicht.;competence;Cooking technique;Cooking technique - Reassurance;42;9;6
Im Wasser wenn ich es brate?;competence;Cooking technique;Cooking technique - Reassurance;42;11;7
Wenn ich es brate?;competence;Cooking technique;Cooking technique - Reassurance;42;13;8
Naja obwohl passt schon oder Ich koche es dann. Also kochen einfach schneiden stückeln Haut nicht abziehen oder?;competence;Cooking technique;Cooking technique - Reassurance;42;15;9
Und salzen und in das kochende Wasser.;competence;Cooking technique;Cooking technique - Reassurance;42;17;10
Ja;competence;Cooking technique;Cooking technique - Next Step;42;19;11
Ok;competence;Cooking technique;Cooking technique - Next Step;42;21;12
Und Spargel? Zubereitung Spargel? Wenn ich so eine Spargelsoße machen will mit Schmand und so;competence;Cooking technique;Cooking technique - Ingredient;42;23;13
Schälen?;competence;Cooking technique;Cooking technique - Ingredient;42;25;14
Ja;competence;Cooking technique;Cooking technique - Next Step;42;27;15
Ok;competence;Cooking technique;Cooking technique - Next Step;42;31;16
Ok. Kann ich Bohnen irgendwie kombinieren mit Spargel;fact;Ingredient;Ingredient composition;42;35;17
Ich muss es ja nicht verwenden oder?;fact;Miscellaneous;Question regarding experiment;42;37;18
Ich muss es ja nicht verwenden.;fact;Miscellaneous;Question regarding experiment;42;39;19
Ähm Genau Gib mal noch ein so Spargelsoße Hollandaisesoße Wahrscheinlich mit Schmand und Sahne;fact;Recipe;Recipe Retrieval;42;41;20
Ähm Genau Gib mal noch ein so Spargelsoße Hollandaisesoße Wahrscheinlich mit Schmand und Sahne;fact;Recipe;Recipe Retrieval;42;41;21
Ja tu ich da Schmand und saure Sahne nicht zusammenmischen?;competence;Preparation;Preparation Steps;42;45;22
Mach mal Spargelsoße mit äh Schmand und saurer Sahne;fact;Recipe;Recipe Retrieval;42;49;23
Mach mal Spargelsoße mit äh Schmand und saurer Sahne;fact;Recipe;Recipe Retrieval;42;49;24
Hm;fact;Ingredient;Ingredients in Recipe;42;53;25
Wart mal ist das ein Kilo?;fact;Amount;Amount of Ingredients;42;55;26
Wart mal ist das ein Kilo?;fact;Amount;Amount of Ingredients;42;55;27
Ist viel zu kompliziert;fact;Recipe;Recipe Retrieval;42;59;28
Also. Sagst du es mir nochmal? Saure Sahne? Schmand?;fact;Ingredient;Ingredients in Recipe;42;63;29
Also Butter Mehl;fact;Ingredient;Ingredients in Recipe;42;65;30
Ja;fact;Ingredient;Ingredients in Recipe;42;69;31
Ja;fact;Ingredient;Ingredients in Recipe;42;71;32
Ein Ei?;fact;Amount;Amount of Ingredients;42;73;33
Ein Ei?;fact;Amount;Amount of Ingredients;42;73;34
Ja;fact;Ingredient;Ingredients in Recipe;42;75;35
Pfeffer Muskat ja;fact;Ingredient;Ingredients in Recipe;42;81;36
Ja was noch;fact;Ingredient;Ingredients in Recipe;42;83;37
Ja Ähm kann ich dich auch fragen wie man das macht? Alles zusammenmixen halt oder?;competence;Preparation;Preparation Steps;42;85;38
Sonst wird?;competence;Preparation;Preparation Steps;42;91;39
Die Schale;competence;Preparation;Preparation Steps;42;93;40
Ich tu jetzt erst mal den Spargel schälen;competence;Preparation;Preparation Steps;42;95;41
Was ist denn die Kochzeit vom Spargel;fact;Time;Cooking Time;42;97;42
Ok Schritt zwei schneiden?;competence;Preparation;Preparation Steps;42;99;43
Ja;competence;Preparation;Preparation Steps;42;101;44
Hm;competence;Preparation;Preparation Steps;42;103;45
Zehn Minuten kochen lassen drin.;fact;Time;Cooking Time Reassurance;42;105;46
Und dann abseien. Ja;competence;Preparation;Preparation Steps;42;107;47
Also Enden wegschneiden;competence;Preparation;Preparation Steps;42;111;48
Äh sorry wie geht es weiter?;competence;Preparation;Preparation Steps;42;113;49
Die Schale;competence;Preparation;Preparation Steps;42;115;50
Und den Spargel?;competence;Preparation;Preparation of Ingredient;42;117;51
Fünfzehn Minuten;fact;Time;Cooking Time Reassurance;42;119;52
Ok. Kartoffeln Salzen wahrscheinlich Und dann die Kartoffeln rein oder;competence;Preparation;Preparation Steps;42;119;53
Mhm;competence;Preparation;Preparation Steps;42;121;54
Ja;competence;Preparation;Preparation Steps;42;123;55
Also so viel Wasser brauch ich dann wahrscheinlich gar nicht. Für den Sud.;fact;Amount;Amount of Ingredients;42;125;56
Zwei Liter ok ja;fact;Amount;Amount of Ingredients;42;127;57
Zwei Liter ok ja;fact;Amount;Amount of Ingredients;42;127;58
Ja;competence;Preparation;Preparation Steps;42;129;59
Hm;competence;Preparation;Preparation Steps;42;131;60
Ja;competence;Preparation;Preparation Steps;42;133;61
Mhm Dann äh Kartoffeln kann ich ja nebenbei kochen oder? Eigentlich;competence;Preparation;Preparation Steps;42;135;62
Ok. Ähm kann ich jetzt schon weiter machen mit der Crème fraîche oder so und der Sahne Äh;competence;Preparation;Preparation Steps;42;137;63
Also Aubergine waschen;competence;Preparation;Preparation Steps;42;141;64
Und schneiden.;competence;Preparation;Preparation Steps;42;143;65
Muss ich die irgendwie ausschälen oder was;competence;Preparation;Preparation of Ingredient;42;145;66
Ausschälen innen? Nicht.;competence;Preparation;Preparation of Ingredient;42;147;67
In Scheiben halt.;fact;Ingredient;Ingredient - Texture,Appearance;42;149;68
In Scheiben halt.;fact;Ingredient;Ingredient - Texture,Appearance;42;149;69
Achso und dann da drin den Sud soll ich behalten gell;competence;Preparation;Preparation Steps;42;151;70
Und zehn Minuten fünfzehn Minuten kochen lassen.;fact;Time;Cooking Time Reassurance;42;153;71
Und jetzt hier den Spargel rein oder?;competence;Preparation;Preparation Steps;42;153;72
Salz Zucker Zucker;fact;Ingredient;Ingredients in Recipe;42;155;73
Ok und was noch?;fact;Ingredient;Ingredients in Recipe;42;159;74
Eine Prise Salz;fact;Ingredient;Ingredients in Recipe;42;161;75
Eine Prise Salz;fact;Ingredient;Ingredients in Recipe;42;161;76
Ein Esslöffel;fact;Amount;Amount of Ingredients;42;163;77
Mhm;fact;Ingredient;Ingredients in Recipe;42;165;78
Ja Also war das für vier Personen oder?;fact;Amount;Amount of Persons;42;167;79
Soll ich da ein bisschen was wegtun;fact;Amount;Amount Adaption;42;169;80
Soll ich da ein bisschen was wegtun wenn es für vier Personen ist;fact;Amount;Amount Adaption;42;171;81
Und da kommt das Crème fraîce rein oder was;fact;Ingredient;Ingredients in Recipe;42;175;82
Und da kommt das Crème fraîce rein oder was;competence;Preparation;Preparation Steps;42;175;83
Kann ich jetzt schon Mehl mit Butter anbraten oder was?;competence;Preparation;Preparation Steps;42;181;84
Butter hier rein;competence;Preparation;Preparation Steps;42;183;85
Beim Mehl jetzt oder was;fact;Amount;Amount of Ingredients;42;189;86
Beim Mehl jetzt oder was;fact;Amount;Amount of Ingredients;42;189;87
Zwei Liter.;fact;Amount;Amount of Ingredients;42;191;88
Zwei Liter.;fact;Amount;Amount of Ingredients;42;191;89
Also für vier Personen;fact;Amount;Amount of Persons;42;191;90
Also für vier Personen;fact;Amount;Amount of Persons;42;191;91
Also für zwei Personen ein Liter.;fact;Amount;Amount of Ingredients;42;193;92
Also für zwei Personen ein Liter.;fact;Amount;Amount of Ingredients;42;193;93
Wie lang braucht das zum Braten;fact;Time;Roasting Time;42;195;94
Ja Also jetzt noch zwanzig Gramm Mehl hin oder was?;fact;Amount;Amount of Ingredients;42;199;95
Ja Also jetzt noch zwanzig Gramm Mehl hin oder was?;fact;Amount;Amount of Ingredients;42;199;96
Zehn Gramm. Zwanzig Gramm Butter Zehn Gramm Mehl.;fact;Amount;Amount of Ingredients;42;201;97
Wie viel Gramm Mehl?;fact;Amount;Amount of Ingredients;42;201;98
Zehn Gramm. Zwanzig Gramm Butter Zehn Gramm Mehl.;fact;Amount;Amount of Ingredients;42;201;99
Zehn Gramm.;fact;Amount;Amount of Ingredients;42;203;100
Ok und das jetzt hier da reinkippen oder was?;competence;Preparation;Preparation Steps;42;211;101
Wenn es fünfzehn Minuten sind.;fact;Time;Passed Time;42;213;102
Sind sie noch nicht.;fact;Time;Passed Time;42;215;103
Und dann?;competence;Preparation;Preparation Steps;42;217;104
